5th,4th,3rd,2nd,1st,time,idealPitch
66.17198002772085,42.17198002772084,42.17198002772084,30.171980027720846,30.171980027720846,12.89999999999997,49
30.823215978058293,42.19360693932866,42.19360693932866,30.193606939328664,30.193606939328664,12.99999999999997,49
68.23270695663642,42.19360693932866,42.19360693932866,30.193606939328664,30.193606939328664,13.09999999999997,49
30.823215978058293,42.19360693932866,42.19360693932866,30.193606939328664,30.193606939328664,13.199999999999969,49
30.823215978058293,42.19360693932866,42.19360693932866,30.193606939328664,30.193606939328664,13.299999999999969,49
30.80158906645047,42.17198002772084,42.17198002772084,30.171980027720846,30.171980027720846,13.399999999999968,49
42.51127347566296,30.823215978058293,30.823215978058293,30.193606939328664,30.193606939328664,13.499999999999968,49
42.19360693932866,30.823215978058293,30.823215978058293,30.193606939328664,30.193606939328664,13.599999999999968,49
42.51127347566296,30.823215978058293,30.823215978058293,30.193606939328664,30.193606939328664,13.699999999999967,49
30.823215978058293,42.19360693932866,42.19360693932866,30.193606939328664,30.193606939328664,13.799999999999967,49
42.48964656405514,30.80158906645047,30.80158906645047,30.171980027720846,30.171980027720846,13.899999999999967,49
29.540233531060156,30.193606939328664,30.193606939328664,30.823215978058293,30.823215978058293,13.999999999999966,49
43.12963708334395,30.823215978058293,30.823215978058293,31.43072885489791,31.43072885489791,14.099999999999966,50
31.43072885489791,30.823215978058293,30.823215978058293,43.12963708334395,43.12963708334395,14.199999999999966,50
31.43072885489791,43.12963708334395,43.12963708334395,30.823215978058293,30.823215978058293,14.299999999999965,50
31.409101943290086,43.108010171736126,43.108010171736126,30.80158906645047,30.80158906645047,14.399999999999965,50
43.12963708334395,31.43072885489791,31.43072885489791,30.823215978058293,30.823215978058293,14.499999999999964,50
30.823215978058293,43.12963708334395,43.12963708334395,31.43072885489791,31.43072885489791,14.599999999999964,50
30.823215978058293,43.12963708334395,43.12963708334395,31.43072885489791,31.43072885489791,14.699999999999964,50
31.43072885489791,43.12963708334395,43.12963708334395,30.823215978058293,30.823215978058293,14.799999999999963,50
43.108010171736126,30.80158906645047,30.80158906645047,31.409101943290086,31.409101943290086,14.899999999999963,50
30.823215978058293,43.12963708334395,43.12963708334395,31.43072885489791,31.43072885489791,14.999999999999963,50
30.823215978058293,43.12963708334395,43.12963708334395,31.43072885489791,31.43072885489791,15.099999999999962,50
30.823215978058293,43.12963708334395,43.12963708334395,31.43072885489791,31.43072885489791,15.199999999999962,50
30.823215978058293,43.12963708334395,43.12963708334395,31.43072885489791,31.43072885489791,15.299999999999962,50
43.108010171736126,30.80158906645047,30.80158906645047,31.409101943290086,31.409101943290086,15.399999999999961,50
43.12963708334395,30.823215978058293,30.823215978058293,31.43072885489791,31.43072885489791,15.499999999999961,50
30.823215978058293,43.12963708334395,43.12963708334395,31.43072885489791,31.43072885489791,15.59999999999996,50
43.12963708334395,30.823215978058293,30.823215978058293,31.43072885489791,31.43072885489791,15.69999999999996,50
43.12963708334395,30.823215978058293,30.823215978058293,31.43072885489791,31.43072885489791,15.79999999999996,50
30.193606939328664,31.43072885489791,31.43072885489791,30.823215978058293,30.823215978058293,15.89999999999996,50
